name,bg_img_link,mark,category,rating,price,address,role,city,int_price
Hotel Canada Palace,https://cdn.venuelook.com/uploads/space_8799/1494943110_204x158.png,"Off S P Ring Road, Ahmedabad",banquet-halls,3.0,Rs. 500 price per plat,"The Hotel Canada Palace is classy and extravagant to the very core. Majestic appearance, elegant interiors, luxurious furnishing and warm service, everything that makes the hotel a comfortable place to be at. Intelligently positioned, the hotel has a tranquil setting and offers the convenience of being centrally located. With a wide range of rooms, the hotel has a lot more to offer to its guests. Each room comes fitted with the best of amenities and facilities, with breathtaking views of the cityâs eternal beauty from the roof top gallery. The round-the-clock room service ensures that guests are perfectly comfortable and feel well-cared for.A calm and peaceful place situated at the heart of the city near Panjrapole circle, with proximity to all Tourist places & Corporate Houses, Offices, Banks, Commercial complexes, etc, lies Udaipurâs newest âHotel Canada Palaceâ. The Hotel is rapidly becoming popular due to its location, amenities, services and people who are committed to providing a unique experience in hospitality. All of our guests are treated with warmth and over whelming respect while creating a homely environment.Canada Palace Hotel delights you with its excellent services, timeless values and peaceful atmosphere believing in an ""exquisite level of service"". We offer 30 Rooms (Elegant & Executive). All the rooms are centrally air conditioned, well spacious with neatly appointed furniture fixture, having LCDâs, in-room safe, tea/coffee maker, mini-bar, etc. along with taste & elegance to ensure the relaxation and comfort of our guests. The team at Hotel Canada Palace lives on its commitment & invites you to a tempting experience at its stay. Immerse yourself in complete luxury and book your holiday at for a pleasant stay at Hotel Canada Palace.",NONE,ahmedabad,500
Meritorious Restaurant,https://cdn.venuelook.com/uploads/space_8832/1495111012_204x158.png,"Navarangpura, Ahmedabad",banquet-halls,4.0,Rs. 350 price per plat,"The Banquet Hall facility offered by us is extensively preferred for
hosting various corporate gatherings, weddings and other special
occasions. For creating unimpeachable reputation amongst our guests, we
try to customize the services as per their precise demands.",Banquet Hall,ahmedabad,350
Hyatt Regency Ahmedabad,https://cdn.venuelook.com/uploads/space_8887/1495453595_204x158.png,"Ashram Road, Ahmedabad",banquet-halls,5.0,Rs. 1350 price per plat,"At Hyatt Regency Ahmedabad, every stay feels like an energising experience. Conveniently located in the central business district of Ahmedabad and close to the airport, the Sabarmati River forms the beautiful backdrop of our modern hotel. Be it for business or leisure, Hyatt Regency Ahmedabad provides a wide range of services guaranteed to satisfy the needs of the most discerning guests. Paired with a peaceful, comfortable atmosphere the hotel offers 210 spacious, inviting guestrooms to choose from. If youâre planning a meeting, turn your vision into a reality. We offer 14,000 square feet of meeting space featured in distinct areas of the hotel including outdoor Event Lawns. While on site choices are many, including the Club Lounge and Pool side. The hotel features many social spaces to work as well as dining in your guest room available 24 hours.",Ballroom II,ahmedabad,1350
Hotel Super Inn Armoise,https://cdn.venuelook.com/uploads/space_8905/1495520555_204x158.png,"Navarangpura, Ahmedabad",banquet-halls,3.0,Rs. 450 price per plat,"When it is an occasion for Wedding, convening with
colleagues, rewarding employees or introducing your next great ideas to
the world, we provide you with whatever you require to accomplish your
goals. We will facilitate the arrangements to ensure that each function
is an ultimate success.
Well-equipped with the latest software, Wi-Fi facilities, Hi-speed
internet and efficient conferencing capabilities; our 1250 sq. ft. Day
time Venue divisible in two parts; is ideal for a conference of approx
175 in Theater mode & 100 in class room style.
Our 1800 sq.ft. Party Lawn is a perfect place for a Marriage, a Ring
Ceremony, a Social Get-together or a Specialized Party. By combining the
both, you can have the ultimate luxury of 3000 sq. ft. Venue for your
memorable event.",Banquet,ahmedabad,450
Hotel Siddhartha Palace,https://cdn.venuelook.com/uploads/space_8909/1495532284_204x158.png,"Shahibagh, Ahmedabad",banquet-halls,3.0,Rs. 300 price per plat,"A vow taken for a lifetime should be declared and celebrated by an
illustrious ceremony that flamboyantly marks the step towards the
journey of life. We meticulously look into every detail that leads to
make your big day a successful and memorable one. Our venue options are
all set against a royal backdrop and the alternatives help you to choose
the perfect place for your ceremony. An elaborately customized or a
simplistically elegant celebration is the extent to what we offer our
guests.",Banquet Hall,ahmedabad,300
Hotel Skyland,https://cdn.venuelook.com/uploads/space_13252/1513847543_204x158.png,"Bopal, Ahmedabad",banquet-halls,3.8,Rs. 650 price per plat,"The banquet hall at Hotel Skyland, Ahmedabad is
a well-equipped and sophsticated conference hall which is ideal for
hosting a varied range of social events starting from wedding receptions
and birthday parties to formal meetings and seminars.",NONE,ahmedabad,650
Aarya Grand Hotels & Resorts,https://cdn.venuelook.com/uploads/space_13266/1513855170_204x158.png,"Sarkhej, Ahmedabad",banquet-halls,4.2,Rs. 500 price per plat,"A unique getaway at one of Ahmedabadâs prime locations, Aarya Grand Hotels & Resorts proudly present you with the quintessential flavour of luxury and bliss. Stylishly designed and sophisticated to a fault, Aarya Grand delivers experiences far beyond the imagination with efficient services and unmatchable hospitality.It has been developed to accommodate 100+ Deluxe and Suite rooms, along with innumerable other facilities such as swimming pool and pool-side plot. Furthermore, to give your special occasions a royal touch, it offers the beautifully curated Aagman Banquet hall and Royal Symphony lawn for events like never before.Aarya Grand Hotels and Resorts is the ultimate destination for all your requirements which are crafted with meticulous details and laced with comfort and luxury. It boasts of a Pool-side lounge â Amnesia for you to sit back and relax amidst enthralling ambience. Youâll also find a cafÃ© â Amazon Cafeteria, decked up in a charming ambience as well as a multi-cuisine restaurant â Ariva for enjoying great meals.",Hall I,ahmedabad,500
Aarya Grand Hotels & Resorts,https://cdn.venuelook.com/uploads/space_13267/1513855338_204x158.png,"Sarkhej, Ahmedabad",banquet-halls,4.2,Rs. 500 price per plat,"A unique getaway at one of Ahmedabadâs prime locations, Aarya Grand
Hotels & Resorts proudly present you with the quintessential flavour
of luxury and bliss. Stylishly designed and sophisticated to a fault,
Aarya Grand delivers experiences far beyond the imagination with
efficient services and unmatchable hospitality.
It has been developed to accommodate 100+ Deluxe and Suite
rooms, along with innumerable other facilities such as swimming pool and
pool-side plot. Furthermore, to give your special occasions a royal
touch, it offers the beautifully curated Aagman Banquet hall and Royal
Symphony lawn for events like never before.
Aarya Grand Hotels and Resorts is the ultimate destination for
all your requirements which are crafted with meticulous details and
laced with comfort and luxury. It boasts of a Pool-side lounge â Amnesia
for you to sit back and relax amidst enthralling ambience. Youâll also
find a cafÃ© â Amazon Cafeteria, decked up in a charming ambience as well
as a multi-cuisine restaurant â Ariva for enjoying great meals.",Hall II,ahmedabad,500
Epsilon The Hotel,https://cdn.venuelook.com/uploads/space_13270/1513857909_204x158.png,"Ellis Bridge, Ahmedabad",banquet-halls,3.7,Rs. 700 price per plat,"Epsilon the hotel was made by Ganadhyaksha Hospitalities Ltd. To provide ""Luxury & comfort at Affordable prices"" for the tech savvy modern day business travelers A luxuriously comfortable home away from home!...and that too at affordable prices!!",Hall 2,ahmedabad,700
Hotel Pyramid,https://cdn.venuelook.com/uploads/space_13273/1513859452_204x158.png,"Mehsana, Ahmedabad",banquet-halls,3.9,Rs. 300 price per plat,"If you've been to one of our restaurants, you've seen - and tasted - what keeps our customers coming back for more. Perfect materials and freshly baked food, delicious Lambda cakes, muffins, and gourmet coffees makes us hard to resist! Stop in today and check us out!",Banquet Hall I,ahmedabad,300
Epitome,https://cdn.venuelook.com/uploads/space_13286/1513937403_204x158.png,"Ghodasar, Ahmedabad",banquet-halls,4.2,Rs. 315 price per plat,"Epitome Restaurant is a perfect place to bring the whole family & friends to cherish the lovely
food moments of life. From Birthday Parties to Anniversaries or just a family get-together, the
restaurant has a maximum capacity of 500 guests. Â  Epitome has brought the global approach of dinning with focus on authentic Indian food as well as
serving Chinese, Thai and Mexican dishes. We provide highest quality of food in a comfortable and
cordial atmosphere.
Â   Each dish has been delicately prepared and blessed with its own distinctive aroma, flavor and
presentation. All dishes use only the freshest of ingredients, cooked with natural herbs and the Epitome
own spice blends - Specialty of Traditional and Innovative Indian Cuisine. We also offer the option of a
take away to eat in your own home or office",Epitome Restaurant,ahmedabad,315
